"iso3c","year","gini_disp","gini_mkt","gini_disp_se","gini_mkt_se"
"LUX",2004,26.9,44.7,0.8,1.1
"LUX",2005,27.1,45,0.7,1
"LUX",2006,27.3,45.3,0.7,0.9
"LUX",2007,27.7,45.8,0.8,1
"LUX",2008,28,46.2,0.7,1
"LUX",2009,27.8,46.2,0.7,0.9
"LUX",2010,27.9,46.5,0.7,1
"LUX",2011,28.1,46.7,0.7,1
"LUX",2012,28.7,47.4,0.7,1
"LUX",2013,28.6,47.4,0.8,1
"LUX",2014,28.6,47.5,0.7,1.1
"LUX",2015,29.1,47.9,0.8,1.2
"LUX",2016,29.4,48.3,0.9,1.3
"LUX",2017,29.8,48.6,1,1.5
"LVA",1988,27.7,41.6,1.9,3.3
"LVA",1989,27.7,41.7,1.7,3.2
"LVA",1990,27.9,41.9,1.7,3
"LVA",1991,28.2,42.2,1.7,3
"LVA",1992,28.5,42.4,1.6,2.8
"LVA",1993,28.9,42.7,1.5,2.7
"LVA",1994,29.4,43.1,1.5,2.7
"LVA",1995,30,43.5,1.4,2.6
"LVA",1996,30.6,44,1.3,2.5
"LVA",1997,31.2,44.4,1.3,2.5
"LVA",1998,31.7,44.8,1.3,2.5
"LVA",1999,32.3,45.2,1.3,2.4
"LVA",2000,32.8,45.6,1.3,2.4
"LVA",2001,33.3,46,1.3,2.3
"LVA",2002,33.8,46.4,1.3,2.2
"LVA",2003,34.4,46.8,1.2,2.1
"LVA",2004,34.8,47,1.1,2
"LVA",2005,35.1,47.3,1.1,2
"LVA",2006,35.2,47.4,1,2
"LVA",2007,35.4,47.6,1,2
"LVA",2008,35.5,47.7,1,2
"LVA",2009,35.5,47.7,1,2
"LVA",2010,35.5,47.7,1,2
"LVA",2011,35.5,47.7,1,2
"LVA",2012,35.4,47.6,1,2
"LVA",2013,35.2,47.6,1.1,2.1
"LVA",2014,35.1,47.5,1.1,2.1
"LVA",2015,34.9,47.4,1.2,2.3
"LVA",2016,34.9,47.4,1.3,2.4
"LVA",2017,34.9,47.4,1.4,2.5
"LVA",2018,34.9,47.4,1.6,2.7
"MAR",1986,40.7,43.2,2.3,2.4
"MAR",1987,40.7,43.2,2.2,2.4
"MAR",1988,40.7,43.3,2.3,2.4
"MAR",1989,40.7,43.3,2.1,2.3
"MAR",1990,40.7,43.3,2.1,2.2
"MAR",1991,40.7,43.3,2,2.2
"MAR",1992,40.8,43.3,2.1,2.2
"MAR",1993,40.8,43.3,2.2,2.2
"MAR",1994,40.8,43.4,2.1,2.2
"MAR",1995,40.8,43.4,2.1,2.2
"MAR",1996,40.9,43.4,2,2.1
"MAR",1997,40.9,43.5,1.9,2
"MAR",1998,40.9,43.5,1.9,2
"MAR",1999,40.9,43.6,2,2
"MAR",2000,40.9,43.7,2,2
"MAR",2001,41,43.8,2,2.1
"MAR",2002,41,43.8,2.1,2.2
"MAR",2003,41,43.8,2.1,2.3
"MAR",2004,41,43.9,2.2,2.3
"MAR",2005,41,43.9,2.3,2.3
"MAR",2006,41.1,43.9,2.3,2.4
"MAR",2007,41.1,43.9,2.3,2.4
"MAR",2008,41,43.9,2.4,2.5
"MAR",2009,41.1,44,2.4,2.6
"MAR",2010,41.1,43.9,2.5,2.7
"MAR",2011,41,43.9,2.5,2.7
"MAR",2012,41,43.9,2.6,2.8
"MAR",2013,41,43.8,2.6,2.9
"MAR",2014,41,43.8,2.7,2.9
"MDA",1988,33.8,51.8,2.2,3.6
"MDA",1989,34.1,52,2.1,3.5
"MDA",1990,34.5,52.3,2,3.5
"MDA",1991,35,52.5,2,3.4
"MDA",1992,35.5,52.7,1.9,3.3
"MDA",1993,36,53,1.9,3.3
"MDA",1994,36.5,53.2,1.8,3.2
"MDA",1995,37.1,53.4,1.7,3.1
"MDA",1996,37.6,53.7,1.6,2.9
"MDA",1997,38.1,53.9,1.5,2.8
"MDA",1998,38.5,54.1,1.4,2.7
"MDA",1999,38.6,54.2,1.3,2.6
"MDA",2000,38.6,54.3,1.2,2.5
"MDA",2001,38.6,54.4,1.2,2.4
"MDA",2002,38.4,54.3,1.2,2.4
"MDA",2003,38.1,54.3,1.2,2.4
"MDA",2004,37.9,54.3,1.1,2.3
"MDA",2005,37.7,54.2,1.2,2.3
"MDA",2006,37.5,54.1,1.2,2.4
"MDA",2007,37.2,54,1.2,2.3
"MDA",2008,36.8,53.8,1.2,2.3
"MDA",2009,36.4,53.6,1.2,2.3
"MDA",2010,35.9,53.3,1.2,2.3
"MDA",2011,35.4,53,1.2,2.3
"MDA",2012,34.9,52.7,1.2,2.4
"MDA",2013,34.3,52.4,1.2,2.5
"MDA",2014,33.7,52.1,1.2,2.6
"MDA",2015,33.4,52,1.3,2.6
"MDA",2016,33.1,51.8,1.3,2.8
"MDA",2017,33,51.7,1.5,2.9
"MDA",2018,32.9,51.7,1.6,3.1
"MDG",1986,44.3,47.5,2.8,3
"MDG",1987,44.2,47.5,2.8,2.9
"MDG",1988,44.2,47.5,2.8,3
"MDG",1989,44.2,47.4,2.7,2.9
"MDG",1990,44.2,47.4,2.6,2.9
"MDG",1991,44.2,47.4,2.4,2.8
"MDG",1992,44.3,47.4,2.5,2.7
"MDG",1993,44.2,47.4,2.4,2.6
"MDG",1994,44.2,47.3,2.3,2.6
"MDG",1995,44.2,47.2,2.3,2.5
"MDG",1996,44.2,47.1,2.3,2.4
"MDG",1997,44.2,47,2.2,2.4
"MDG",1998,44.2,47,2.1,2.3
"MDG",1999,44.2,47,2.1,2.3
"MDG",2000,44.4,47.1,2.1,2.2
"MDG",2001,44.4,47.2,2.1,2.2
"MDG",2002,44.3,47,2.1,2.3
"MDG",2003,44.2,46.9,2.1,2.3
"MDG",2004,44.1,46.7,2.2,2.3
"MDG",2005,43.9,46.5,2.2,2.3
"MDG",2006,43.9,46.4,2.3,2.4
"MDG",2007,43.9,46.4,2.3,2.4
"MDG",2008,43.8,46.3,2.4,2.5
"MDG",2009,43.8,46.3,2.4,2.5
"MDG",2010,43.8,46.3,2.4,2.5
"MDG",2011,43.8,46.3,2.5,2.7
"MDG",2012,43.8,46.3,2.6,2.8
"MDV",2002,39.4,41.8,2.7,3
"MDV",2003,39.4,41.8,2.7,2.9
"MDV",2004,39.3,41.8,2.5,2.8
"MDV",2005,39.3,41.8,2.6,2.9
"MDV",2006,39.3,41.7,2.7,2.8
"MDV",2007,39.3,41.7,2.7,2.9
"MDV",2008,39.3,41.7,2.7,2.9
"MDV",2009,39.3,41.7,2.7,2.9
"MDV",2010,39.3,41.7,2.8,2.9
"MDV",2011,39.2,41.5,2.9,3
"MDV",2012,39.1,41.4,3,3.1
"MDV",2013,39,41.2,3,3.1
"MDV",2014,39,41.1,3,3.3
"MDV",2015,38.9,40.9,3.1,3.3
"MDV",2016,38.7,40.8,3.2,3.4
"MEX",1986,46.2,46.4,1.4,1.5
"MEX",1987,46.2,46.4,1.4,1.5
"MEX",1988,46.2,46.5,1.3,1.4
"MEX",1989,46.2,46.5,1.1,1.1
"MEX",1990,46.5,47,1.1,1.2
"MEX",1991,46.8,47.4,1.1,1.2
"MEX",1992,47.1,47.9,1,1.1
"MEX",1993,47.4,48.2,1,1.1
"MEX",1994,47.6,48.6,0.9,0.9
"MEX",1995,47.7,48.6,1,1
"MEX",1996,47.5,48.4,0.9,0.9
"MEX",1997,47.6,48.7,0.9,1
"MEX",1998,47.7,48.9,0.8,0.9
"MEX",1999,47.5,48.7,1,1
"MEX",2000,47.3,48.6,1,1
"MEX",2001,46.9,48.4,1,1.1
"MEX",2002,46.5,48.1,0.9,1
"MEX",2003,46.1,47.8,0.9,1
"MEX",2004,45.7,47.4,0.6,0.7
"MEX",2005,45.5,47.2,0.6,0.6
"MEX",2006,44.9,46.6,0.5,0.6
"MEX",2007,45,46.8,0.7,0.8
"MEX",2008,45,47.1,0.6,0.7
"MEX",2009,44.7,47,0.8,0.9
"MEX",2010,44.4,46.9,0.7,0.8
"MEX",2011,44.3,46.7,0.8,1
"MEX",2012,44.1,46.6,0.9,1
"MEX",2013,43.7,46.4,0.9,1
"MEX",2014,43.4,46.2,0.7,0.8
"MEX",2015,42.8,45.4,0.8,0.9
"MEX",2016,42.1,44.7,0.5,0.6
"MEX",2017,41.7,44.1,0.8,0.9
"MEX",2018,41.3,43.6,0.6,0.6
"MKD",1994,31,53.5,1.9,3.7
"MKD",1995,31,53.7,1.8,3.6
"MKD",1996,31.2,53.8,1.7,3.5
"MKD",1997,31.3,54,1.6,3.4
"MKD",1998,31.5,54.2,1.5,3.3
"MKD",1999,31.9,54.4,1.5,3.3
"MKD",2000,32.2,54.7,1.4,3.2
"MKD",2001,32.6,55,1.4,3.1
"MKD",2002,33,55.2,1.3,3.1
"MKD",2003,33.4,55.5,1.3,3
"MKD",2004,33.8,55.8,1.4,3
"MKD",2005,34.1,56,1.4,3
"MKD",2006,34.4,56.2,1.4,3
"MKD",2007,34.6,56.3,1.4,3
"MKD",2008,34.7,56.5,1.5,3
"MKD",2009,34.8,56.6,1.5,2.9
"MKD",2010,34.6,56.6,1.5,3
"MKD",2011,34.4,56.6,1.5,3
"MKD",2012,34.2,56.6,1.5,3.1
"MKD",2013,33.9,56.5,1.5,3.1
"MKD",2014,33.6,56.5,1.5,3.3
"MKD",2015,33.3,56.4,1.7,3.4
"MKD",2016,33.2,56.4,1.7,3.4
"MKD",2017,33.1,56.4,1.9,3.5
"MLI",1994,41.5,44.2,2.8,3
"MLI",1995,41.4,44.1,2.7,3
"MLI",1996,41.3,43.9,2.7,2.9
"MLI",1997,41.2,43.7,2.6,2.8
"MLI",1998,41.1,43.6,2.6,2.7
"MLI",1999,41,43.5,2.4,2.6
"MLI",2000,40.9,43.3,2.5,2.5
"MLI",2001,40.9,43.2,2.3,2.4
"MLI",2002,40.8,43.1,2.3,2.4
"MLI",2003,40.7,43,2.2,2.4
"MLI",2004,40.6,42.9,2.2,2.3
"MLI",2005,40.4,42.7,2.3,2.4
"MLI",2006,40.3,42.5,2.2,2.4
"MLI",2007,40.1,42.2,2.3,2.5
"MLI",2008,40,42,2.4,2.5
"MLI",2009,39.8,41.8,2.5,2.6
"MLT",1999,28.3,43.8,2.4,4.1
"MLT",2000,28.2,43.8,2.2,4.1
"MLT",2001,28.1,43.8,2.2,4
"MLT",2002,28,43.9,2.1,3.9
"MLT",2003,27.8,43.9,2.1,3.8
"MLT",2004,27.7,44,2,3.8
"MLT",2005,27.6,44,1.9,3.7
"MLT",2006,27.5,44,1.8,3.6
"MLT",2007,27.4,44.1,1.7,3.5
"MLT",2008,27.4,44.2,1.7,3.6
"MLT",2009,27.3,44.2,1.7,3.6
"MLT",2010,27.3,44.3,1.6,3.5
"MLT",2011,27.2,44.3,1.6,3.5
"MLT",2012,27.2,44.4,1.6,3.5
"MLT",2013,27.2,44.4,1.7,3.5
"MLT",2014,27.1,44.4,1.8,3.5
"MLT",2015,27.1,44.4,1.9,3.6
"MLT",2016,27.1,44.4,2,3.7
"MLT",2017,27.1,44.4,2,3.7
"MMR",2010,33.7,35.5,3.5,3.4
"MMR",2011,33.7,35.5,3.5,3.4
"MMR",2012,33.8,35.6,3.5,3.5
"MMR",2013,33.8,35.7,3.5,3.4
"MMR",2014,33.8,35.8,3.4,3.4
"MMR",2015,33.9,35.9,3.4,3.4
"MMR",2016,33.8,35.8,3.3,3.5
"MMR",2017,33.8,35.8,3.5,3.5
"MNE",2005,38.4,48.3,2,3.8
"MNE",2006,38.4,48.4,1.8,3.7
"MNE",2007,38.4,48.6,1.7,3.6
"MNE",2008,38.5,48.7,1.7,3.6
"MNE",2009,38.5,48.9,1.6,3.6
"MNE",2010,38.4,49.1,1.6,3.6
"MNE",2011,38.5,49.3,1.6,3.5
"MNE",2012,38.5,49.6,1.6,3.5
"MNE",2013,38.5,49.8,1.6,3.6
"MNE",2014,38.5,49.9,1.7,3.6
"MNE",2015,38.4,50,1.8,3.8
"MNE",2016,38.4,50,2,3.9
"MNG",1995,34.1,36.2,2.4,2.5
"MNG",1996,34,36.2,2.3,2.4
"MNG",1997,34,36.2,2.2,2.4
"MNG",1998,34,36.2,2.2,2.3
"MNG",1999,34,36.3,2.2,2.3
"MNG",2000,34,36.3,2.2,2.3
"MNG",2001,34.1,36.3,2.1,2.2
"MNG",2002,34.1,36.4,2,2
"MNG",2003,34.2,36.5,2,2
"MNG",2004,34.2,36.6,2,1.9
"MNG",2005,34.3,36.7,1.9,1.9
"MNG",2006,34.4,36.8,1.8,2
"MNG",2007,34.4,36.8,1.8,1.9
"MNG",2008,34.4,36.8,1.9,2
"MNG",2009,34.3,36.7,1.8,1.9
"MNG",2010,34.3,36.7,1.8,1.9
"MNG",2011,34.3,36.7,1.8,1.9
"MNG",2012,34.3,36.7,1.9,2
"MNG",2013,34.2,36.6,2,2.1
"MNG",2014,34.2,36.6,2,2.2
"MNG",2015,34.2,36.6,2.1,2.3
"MNG",2016,34.2,36.6,2.2,2.3
"MNG",2017,34.1,36.6,2.3,2.5
"MNG",2018,34.1,36.6,2.4,2.6
"MOZ",1996,45.2,47.7,2,2.1
"MOZ",1997,45,47.5,1.9,2
"MOZ",1998,45.1,47.6,1.9,2
"MOZ",1999,45.2,47.8,1.8,1.9
"MOZ",2000,45.3,47.9,1.7,1.9
"MOZ",2001,45.5,48.1,1.7,1.9
"MOZ",2002,45.6,48.2,1.7,1.7
"MOZ",2003,45.5,48.1,1.7,1.7
"MOZ",2004,45.6,48.2,1.7,1.8
"MOZ",2005,45.7,48.2,1.7,1.8
"MOZ",2006,45.8,48.4,1.7,1.8
"MOZ",2007,45.9,48.5,1.7,1.8
"MOZ",2008,46,48.7,1.6,1.8
"MOZ",2009,46,48.7,1.6,1.7
"MOZ",2010,46.3,49.1,1.7,1.9
"MOZ",2011,46.5,49.4,1.8,2
"MOZ",2012,46.7,49.7,1.9,2
"MOZ",2013,47,50,1.9,2
"MOZ",2014,47.2,50.3,1.9,2.2
"MOZ",2015,47.3,50.4,1.9,2.2
"MRT",1987,41.6,44.2,2.9,2.9
"MRT",1988,41.6,44.2,2.8,2.8
"MRT",1989,41.6,44.2,2.7,2.8
"MRT",1990,41.6,44.2,2.6,2.7
"MRT",1991,41.6,44.2,2.6,2.7
"MRT",1992,41.6,44.2,2.5,2.5
"MRT",1993,41.6,44.2,2.4,2.4
"MRT",1994,41.5,44,2.3,2.4
"MRT",1995,41.3,43.7,2.2,2.2
"MRT",1996,41.2,43.7,2.1,2.2
"MRT",1997,41.2,43.6,2.1,2.1
"MRT",1998,41.1,43.5,2.1,2
"MRT",1999,41.1,43.5,1.9,2
"MRT",2000,41,43.4,1.8,1.9
"MRT",2001,40.9,43.3,1.8,1.9
"MRT",2002,40.8,43.2,1.9,2
"MRT",2003,40.6,43.1,1.8,1.9
"MRT",2004,40.5,43,1.8,1.9
"MRT",2005,40.2,42.5,1.9,1.9
"MRT",2006,40,42.2,2,2
"MRT",2007,39.7,41.8,1.9,2
"MRT",2008,39.3,41.3,2,2
"MRT",2009,39.1,41,2,2.1
"MRT",2010,38.9,40.7,2.1,2.3
"MRT",2011,38.7,40.4,2.2,2.3
"MRT",2012,38.4,40.2,2.2,2.4
"MRT",2013,38.2,39.9,2.3,2.5
"MRT",2014,37.9,39.5,2.2,2.5
"MUS",1987,37.5,39.4,2.8,3.4
"MUS",1988,37.5,39.4,2.7,3.2
"MUS",1989,37.5,39.4,2.7,3.1
"MUS",1990,37.5,39.4,2.6,3
"MUS",1991,37.5,39.4,2.5,3.1
"MUS",1992,37.5,39.4,2.5,2.9
"MUS",1993,37.5,39.4,2.5,3
"MUS",1994,37.5,39.4,2.5,3
"MUS",1995,37.5,39.5,2.4,2.8
"MUS",1996,37.5,39.6,2.4,2.8
"MUS",1997,37.6,39.6,2.3,2.7
"MUS",1998,37.6,39.7,2.3,2.6
"MUS",1999,37.6,39.7,2.3,2.6
"MUS",2000,37.6,39.7,2.2,2.6
"MUS",2001,37.6,39.7,2.1,2.5
"MUS",2002,37.6,39.7,2.1,2.5
"MUS",2003,37.7,39.7,2,2.4
"MUS",2004,37.7,39.8,2.1,2.4
"MUS",2005,37.7,39.8,2.1,2.3
"MUS",2006,37.8,39.8,2,2.2
"MUS",2007,37.8,39.9,2.1,2.2
"MUS",2008,37.8,40,2.1,2.3
"MUS",2009,37.9,40.1,2.2,2.4
"MUS",2010,38,40.2,2.3,2.3
"MUS",2011,38,40.2,2.2,2.3
"MUS",2012,38.1,40.3,2.2,2.3
"MUS",2013,38.1,40.4,2.4,2.5
"MUS",2014,38.1,40.4,2.5,2.6
"MUS",2015,38.1,40.4,2.5,2.8
"MUS",2016,38.2,40.4,2.7,2.9
"MUS",2017,38.1,40.3,2.8,3
"MWI",1986,49.6,53.2,3.1,3.5
"MWI",1987,49.6,53.2,3,3.5
"MWI",1988,49.6,53.2,3,3.4
"MWI",1989,49.6,53.2,3,3.3
"MWI",1990,49.6,53.2,2.9,3.2
"MWI",1991,49.5,53.2,3,3.3
"MWI",1992,49.5,53.2,2.9,3.3
"MWI",1993,49.5,53.2,2.8,3.1
"MWI",1994,49.6,53.2,2.7,3
"MWI",1995,49.6,53.2,2.6,2.9
"MWI",1996,49.5,53.2,2.6,2.9
"MWI",1997,49.5,53.2,2.5,2.8
"MWI",1998,49.1,52.6,2.5,2.7
"MWI",1999,48.7,52,2.5,2.7
"MWI",2000,48.3,51.5,2.3,2.7
"MWI",2001,47.8,50.9,2.3,2.6
"MWI",2002,47.4,50.4,2.2,2.5
"MWI",2003,47,49.8,2.2,2.3
"MWI",2004,46.7,49.2,2.1,2.2
"MWI",2005,46.4,48.9,2,2.2
"MWI",2006,46.3,48.8,2.1,2.2
"MWI",2007,46.2,48.8,2.1,2.3
"MWI",2008,46.1,48.7,2.1,2.2
"MWI",2009,46.1,48.6,2.1,2.2
"MWI",2010,46,48.6,2.1,2.2
"MWI",2011,46,48.5,2.1,2.3
"MWI",2012,45.9,48.4,2.2,2.3
"MWI",2013,45.8,48.3,2.2,2.4
"MWI",2014,45.8,48.4,2.3,2.6
"MWI",2015,45.8,48.4,2.6,2.6
"MWI",2016,45.9,48.4,2.7,2.8
"MYS",1986,45.4,49,1.8,2
"MYS",1987,45.1,48.8,1.7,2
"MYS",1988,44.9,48.5,1.8,1.9
"MYS",1989,44.7,48.3,1.7,1.9
"MYS",1990,44.6,48.2,1.7,1.9
"MYS",1991,44.5,48.1,1.8,1.9
"MYS",1992,44.4,47.9,1.7,1.9
"MYS",1993,44.3,47.8,1.8,2
"MYS",1994,44.1,47.7,1.8,2
"MYS",1995,44,47.6,1.8,2
"MYS",1996,43.9,47.5,1.7,2
"MYS",1997,43.8,47.4,1.8,1.9
"MYS",1998,43.6,47.2,1.8,2
"MYS",1999,43.5,47,1.8,1.9
"MYS",2000,43.3,46.8,1.9,2
"MYS",2001,43.1,46.7,1.8,2
"MYS",2002,43,46.5,1.9,2
"MYS",2003,42.8,46.3,1.8,2
"MYS",2004,42.6,46.1,1.8,1.9
"MYS",2005,42.3,45.8,1.8,1.9
"MYS",2006,42.2,45.6,1.8,1.9
"MYS",2007,42.1,45.4,1.8,1.8
"MYS",2008,41.9,45.2,1.7,1.8
"MYS",2009,41.7,45,1.8,1.9
"MYS",2010,41.5,44.8,1.9,1.9
"MYS",2011,41.3,44.6,1.8,2
"MYS",2012,41.2,44.4,1.8,2
"MYS",2013,41,44.1,1.9,2
"MYS",2014,40.9,44,1.9,2.1
"MYS",2015,40.9,43.9,2.1,2.3
"MYS",2016,40.9,43.8,2.2,2.4
"NAM",1993,66.5,70.4,3.2,3.4
"NAM",1994,66.5,70.3,3.2,3.4
"NAM",1995,66.5,70.3,3.1,3.3
"NAM",1996,66.4,70.2,3.1,3.3
"NAM",1997,66.3,70.2,3,3.1
"NAM",1998,66.3,70.1,3,3.2
"NAM",1999,66.2,70.1,2.9,3.1
"NAM",2000,66.2,70.1,2.9,3.1
"NAM",2001,66.1,70,2.7,2.9
"NAM",2002,66.1,69.9,2.6,2.8
"NAM",2003,66.1,69.9,2.6,2.6
"NAM",2004,66.1,69.8,2.5,2.6
"NAM",2005,66,69.8,2.5,2.7
"NAM",2006,65.9,69.6,2.5,2.7
"NAM",2007,65.8,69.4,2.6,2.6
"NAM",2008,65.7,69.3,2.5,2.6
"NAM",2009,65.6,69.1,2.5,2.5
"NAM",2010,65.5,69,2.6,2.7
"NAM",2011,65.4,68.9,2.7,2.7
"NAM",2012,65.2,68.8,2.8,2.7
"NAM",2013,65.2,68.7,2.9,2.8
"NAM",2014,65.1,68.7,2.9,2.9
"NAM",2015,65.1,68.6,3,3
"NAM",2016,65,68.5,3.2,3.1
"NER",1992,39.4,41.8,2.9,3
"NER",1993,39.6,42,2.8,3.1
"NER",1994,39.6,42.1,2.6,3
"NER",1995,39.6,42.1,2.6,3
"NER",1996,39.6,42.2,2.6,3
"NER",1997,39.7,42.2,2.6,2.9
"NER",1998,39.7,42.2,2.6,2.8
"NER",1999,39.7,42.2,2.5,2.8
"NER",2000,39.7,42.2,2.5,2.8
"NER",2001,39.8,42.3,2.4,2.6
"NER",2002,39.8,42.3,2.3,2.6
"NER",2003,39.8,42.3,2.3,2.5
"NER",2004,39.8,42.3,2.2,2.4
"NER",2005,39.8,42.4,2.1,2.3
"NER",2006,39.6,42,2.1,2.3
"NER",2007,39.3,41.6,2.1,2.2
"NER",2008,39,41.2,2,2.3
"NER",2009,38.8,40.9,2.1,2.3
"NER",2010,38.5,40.5,2.2,2.4
"NER",2011,38.3,40.1,2.1,2.5
"NER",2012,38.2,40,2.2,2.5
"NER",2013,38.1,39.9,2.3,2.6
"NER",2014,38,39.8,2.4,2.6
"NGA",1986,43.3,45.6,3.1,3.2
"NGA",1987,43.5,45.8,3.1,3.2
"NGA",1988,43.5,45.9,2.9,3.2
"NGA",1989,43.7,46.1,2.9,3.1
"NGA",1990,43.8,46.2,2.8,3.2
"NGA",1991,43.8,46.4,2.8,3
"NGA",1992,43.9,46.5,2.7,2.9
"NGA",1993,44,46.7,2.7,2.8
"NGA",1994,44.1,46.8,2.7,2.8
"NGA",1995,44.2,46.9,2.6,2.8
"NGA",1996,44.2,47,2.5,2.6
"NGA",1997,44.1,46.9,2.4,2.8
"NGA",1998,44,46.8,2.4,2.6
"NGA",1999,44,46.7,2.4,2.6
"NGA",2000,43.9,46.6,2.3,2.5
"NGA",2001,43.9,46.5,2.2,2.4
"NGA",2002,43.8,46.5,2.2,2.3
"NGA",2003,43.8,46.4,2.1,2.2
"NGA",2004,43.8,46.5,2.2,2.3
"NGA",2005,43.8,46.5,2.2,2.3
"NGA",2006,43.9,46.6,2.2,2.3
"NGA",2007,43.9,46.6,2.2,2.5
"NGA",2008,43.9,46.7,2.3,2.4
"NGA",2009,44,46.7,2.3,2.4
"NGA",2010,44.1,46.8,2.3,2.5
"NIC",1993,50.4,52.1,1.8,2.5
"NIC",1994,50.2,51.9,1.9,2.5
"NIC",1995,50,51.7,1.9,2.5
"NIC",1996,49.7,51.6,1.8,2.4
"NIC",1997,49.5,51.4,1.7,2.3
"NIC",1998,49.2,51.2,1.6,2.1
"NIC",1999,48.8,50.9,1.6,2.2
"NIC",2000,48.3,50.6,1.6,2.1
"NIC",2001,47.9,50.3,1.5,2.1
"NIC",2002,47.3,49.8,1.5,2.1
"NIC",2003,46.8,49.4,1.5,2.1
"NIC",2004,46.2,49,1.5,2.1
"NIC",2005,45.6,48.6,1.6,2
"NIC",2006,45.1,48.3,1.5,2.2
"NIC",2007,44.5,47.9,1.6,2.2
"NIC",2008,44,47.6,1.6,2.1
"NIC",2009,43.5,47.2,1.6,2.2
"NIC",2010,43.4,47.2,1.6,2.3
"NIC",2011,43.3,47.1,1.7,2.4
"NIC",2012,43.3,47,1.8,2.5
"NIC",2013,43.2,47,1.8,2.6
"NIC",2014,43.2,46.9,1.9,2.6
"NLD",1986,24.3,45.7,0.9,1.4
"NLD",1987,24.3,45.8,0.7,1.3
"NLD",1988,24.7,45.6,0.8,1.3
"NLD",1989,25.1,45.5,0.9,1.3
"NLD",1990,25.6,45.5,0.9,1.2
"NLD",1991,25.7,45.6,1,1.3
"NLD",1992,25.7,45.7,0.9,1.2
"NLD",1993,25.9,45.9,0.8,1.1
"NLD",1994,26,45.9,0.8,1.2
"NLD",1995,25.8,45.9,0.9,1.2
"NLD",1996,25.5,45.6,1,1.3
"NLD",1997,25.2,45.4,1,1.3
"NLD",1998,24.9,45.2,0.9,1.3
"NLD",1999,24.5,44.9,0.8,1.2
"NLD",2000,24.9,45.2,0.8,1.2
"NLD",2001,25.3,45.4,1,1.3
"NLD",2002,25.6,45.6,1,1.3
"NLD",2003,25.9,45.9,1,1.2
"NLD",2004,26.1,46.1,0.8,1
"NLD",2005,26.3,46.4,0.7,1
"NLD",2006,26.5,46.7,0.7,0.9
"NLD",2007,26.6,46.6,0.7,0.9
"NLD",2008,26.4,46.6,0.7,1
"NLD",2009,26.1,46.4,0.7,1
"NLD",2010,25.9,46.4,0.6,0.9
"NLD",2011,25.9,46.5,0.6,0.9
"NLD",2012,26,46.7,0.6,0.9
"NLD",2013,26.3,47,0.7,0.9
"NLD",2014,26.6,47.2,0.7,1.1
"NLD",2015,26.6,47.2,0.7,1.2
"NLD",2016,26.5,47.1,0.9,1.3
"NLD",2017,26.5,47.1,1.1,1.5
"NOR",1986,22.8,37.1,0.6,0.9
"NOR",1987,21.9,37.1,0.6,0.9
"NOR",1988,21.6,37.3,0.6,0.9
"NOR",1989,22.1,38,0.7,1
"NOR",1990,22.1,38.4,0.7,0.9
"NOR",1991,22.5,38.9,0.7,0.9
"NOR",1992,22.6,39.4,0.7,0.9
"NOR",1993,23,40.1,0.7,0.9
"NOR",1994,23.5,40.9,0.7,0.9
"NOR",1995,23.8,41.6,0.6,0.8
"NOR",1996,24,41.9,0.7,1
"NOR",1997,24.1,42,0.7,1
"NOR",1998,24,42,0.7,1
"NOR",1999,24.2,42.2,0.7,1
"NOR",2000,24.4,42.5,0.6,0.8
"NOR",2001,24.4,42.9,0.7,0.9
"NOR",2002,25.4,44.2,0.7,0.9
"NOR",2003,25.9,45.1,0.6,0.9
"NOR",2004,25.7,45.4,0.6,0.7
"NOR",2005,26,45.5,0.7,0.9
"NOR",2006,24.9,44.4,0.6,0.8
"NOR",2007,24.4,43.8,0.2,0.3
"NOR",2008,24.4,43.5,0.5,0.7
"NOR",2009,24.3,43.6,0.5,0.6
"NOR",2010,24.4,44.6,0.2,0.2
"NOR",2011,24.2,43.7,0.5,0.7
"NOR",2012,24.4,43.9,0.6,0.7
"NOR",2013,25,44.6,0.2,0.3
"NOR",2014,25.1,44.5,0.6,0.8
"NOR",2015,25.5,44.7,0.6,0.9
"NOR",2016,25.6,44.8,0.7,1
"NOR",2017,25.5,44.7,0.7,1.1
"NOR",2018,25.6,44.7,1,1.4
"NPL",1986,37.6,39.7,2.7,3
"NPL",1987,37.7,39.8,2.6,2.9
"NPL",1988,37.7,39.9,2.6,2.9
"NPL",1989,37.7,40,2.7,2.8
"NPL",1990,37.8,40,2.6,2.8
"NPL",1991,37.8,40.1,2.6,2.7
"NPL",1992,37.8,40.2,2.5,2.7
"NPL",1993,37.9,40.3,2.4,2.6
"NPL",1994,37.9,40.4,2.3,2.5
"NPL",1995,38,40.5,2.2,2.4
"NPL",1996,38.1,40.6,2.2,2.2
"NPL",1997,38.2,40.6,2.3,2.3
"NPL",1998,38.3,40.7,2.2,2.3
"NPL",1999,38.3,40.9,2.2,2.4
"NPL",2000,38.4,41,2.3,2.4
"NPL",2001,38.5,41.1,2.3,2.5
"NPL",2002,38.6,41.2,2.2,2.4
"NPL",2003,38.6,41.3,2.3,2.4
"NPL",2004,38.6,41.4,2.3,2.4
"NPL",2005,38.5,41.2,2.3,2.5
"NPL",2006,38.4,40.9,2.4,2.5
